Gene	Rho	P_val
CYP1B1	-1.243e-01	1.337e-01
CYP2D6	-2.562e-02	7.581e-01
CYP3A5	-2.278e-01	5.514e-03
DAXX	-6.777e-02	4.148e-01
DDB2	-3.149e-01	1.024e-04
DDR2	4.300e-03	9.588e-01
DDX3X	-2.407e-01	3.316e-03
DICER1	2.277e-01	5.544e-03
DIS3	1.085e-02	8.962e-01
DIS3L2	-2.610e-02	7.536e-01
DKC1	-1.261e-01	1.279e-01
DMD	-9.972e-02	2.295e-01
DNM2	1.700e-01	3.954e-02
DNMT1	2.770e-02	7.391e-01
DNMT3A	-1.380e-02	8.682e-01
DNMT3B	2.000e-01	1.514e-02
DOT1L	4.122e-02	6.201e-01
DPYD	-1.146e-02	8.905e-01
DYNC2H1	-3.117e-02	7.078e-01
E2F1	-2.734e-01	8.065e-04
E2F2	5.752e-02	4.889e-01
E2F3	3.375e-02	6.849e-01
E2F4	4.717e-02	5.705e-01
E2F5	2.577e-02	7.567e-01
E2F6	-7.074e-03	9.322e-01
EBF1	1.216e-01	1.425e-01
ECT2L	-7.055e-03	9.324e-01
EED	-2.784e-01	6.389e-04
EGF	1.103e-01	1.836e-01
EGFL7	5.746e-02	4.894e-01
EGFR	1.445e-01	8.078e-02
EGLN1	8.248e-03	9.210e-01
ELF3	-7.172e-02	3.880e-01
ELOC	4.874e-02	5.577e-01
EMSY	2.296e-01	5.154e-03
ENG	-5.396e-02	5.163e-01
EP300	-1.019e-01	2.193e-01
EPCAM	-1.458e-01	7.806e-02
EPHA2	-6.991e-02	4.001e-01
EPHA3	-9.604e-02	2.472e-01
EPHA5	-4.712e-02	5.709e-01
EPHA7	-5.468e-02	5.107e-01
EPHB1	-4.994e-02	5.480e-01
EPHB2	3.222e-02	6.984e-01
EPOR	2.268e-02	7.851e-01
ERBB2	9.351e-02	2.599e-01
ERBB3	2.883e-02	7.289e-01
ERBB4	6.650e-02	4.235e-01
ERCC1	-9.408e-02	2.570e-01
ERCC2	1.113e-01	1.797e-01
ERCC3	4.425e-02	5.946e-01
ERCC4	-1.210e-01	1.442e-01
ERCC5	9.875e-02	2.341e-01
ERCC6	-9.475e-02	2.537e-01
ERG	-3.941e-02	6.355e-01
ERRFI1	-1.564e-01	5.857e-02
ESR1	-2.660e-01	1.126e-03
ESR2	2.125e-02	7.983e-01
ETS1	-3.387e-01	2.718e-05
ETS2	-1.674e-01	4.265e-02
ETV1	1.363e-01	9.972e-02
ETV4	1.487e-01	7.232e-02
ETV5	1.558e-01	5.944e-02
ETV6	-2.404e-02	7.726e-01
EWSR1	2.740e-01	7.846e-04
EXT2	-2.332e-01	4.471e-03
EZH2	3.347e-02	6.873e-01
FAM46C	8.386e-02	3.125e-01
FANCA	-2.380e-01	3.693e-03
FANCB	2.238e-01	6.437e-03
FANCC	-9.992e-03	9.044e-01
FANCD2	-1.554e-01	6.020e-02
FANCE	-3.277e-02	6.936e-01
FANCF	-4.214e-02	6.123e-01
FANCG	1.019e-01	2.194e-01
FANCI	7.716e-02	3.529e-01
FANCL	1.231e-01	1.373e-01
FANCM	7.887e-02	3.423e-01
FAS	-6.799e-02	4.132e-01
FAT1	6.705e-02	4.197e-01
FBXO11	-2.379e-01	3.712e-03
FBXW7	-7.023e-03	9.327e-01
FCGR2A	-1.291e-02	8.767e-01
FCGR3A	1.099e-01	1.851e-01
FDPS	-2.439e-02	7.694e-01
FGF1	4.195e-02	6.139e-01
FGF10	1.642e-01	4.684e-02
FGF14	1.466e-01	7.636e-02
FGF19	-2.257e-01	5.985e-03
FGF2	2.199e-02	7.915e-01
FGF23	1.324e-01	1.100e-01
FGF3	-2.791e-01	6.187e-04
FGF4	-2.583e-01	1.585e-03
FGF5	3.970e-02	6.331e-01
FGF6	-1.127e-01	1.741e-01
FGF7	9.637e-02	2.456e-01
FGF8	3.214e-02	6.992e-01
FGF9	2.083e-02	8.023e-01
FGFR1	9.066e-02	2.748e-01
FGFR2	2.593e-02	7.553e-01
FGFR3	3.636e-02	6.620e-01
FGFR4	1.442e-03	9.862e-01
FH	1.359e-02	8.702e-01
FHIT	1.109e-01	1.811e-01
FLCN	1.085e-01	1.910e-01
FLG	-8.719e-02	2.937e-01
FLT1	7.339e-02	3.770e-01
FLT3	9.208e-02	2.673e-01
FLT4	-3.025e-02	7.161e-01
FNTB	-1.103e-01	1.837e-01
FOXA1	-1.845e-01	2.527e-02
FOXL2	-1.212e-02	8.842e-01
FOXO1	-5.980e-02	4.719e-01
FOXO3	9.731e-02	2.410e-01
FOXP1	-1.755e-01	3.348e-02
FOXQ1	-6.463e-02	4.368e-01
FRS2	2.142e-01	9.171e-03
FUBP1	1.891e-02	8.201e-01
FUS	-9.041e-02	2.761e-01
FYN	2.153e-01	8.812e-03
G6PD	7.929e-02	3.398e-01
GABRA6	-4.775e-02	5.657e-01
GALNT12	-4.127e-02	6.197e-01
GATA1	1.898e-01	2.130e-02
GATA2	1.864e-01	2.379e-02
GATA3	1.957e-01	1.751e-02
GATA4	-1.842e-01	2.555e-02
GATA6	3.963e-02	6.337e-01
GEN1	1.888e-02	8.204e-01
GID4	-1.701e-01	3.941e-02
GLI1	-8.753e-02	2.918e-01
GLI2	1.314e-01	1.128e-01
GLI3	-3.954e-02	6.344e-01
GNA11	-4.308e-02	6.043e-01
GNA13	7.387e-02	3.739e-01
GNAQ	-9.824e-02	2.365e-01
GNAS	-2.043e-01	1.305e-02
GPC3	1.321e-01	1.107e-01
GPER1	2.146e-01	9.042e-03
GPS2	9.058e-02	2.752e-01
GREM1	5.113e-02	5.386e-01
GRIN2A	-8.693e-02	2.951e-01
GRM3	-2.004e-01	1.496e-02
GSK3B	-1.455e-01	7.865e-02
GSTP1	2.618e-01	1.361e-03
H3F3A	3.547e-02	6.697e-01
H3F3C	-8.277e-02	3.189e-01
HAS3	8.199e-03	9.215e-01
HAVCR2	1.661e-01	4.441e-02
HDAC1	-2.197e-01	7.493e-03
HDAC2	2.144e-01	9.104e-03
HDAC3	7.849e-02	3.447e-01
HDAC4	-4.348e-02	6.011e-01
HDAC5	-4.935e-02	5.527e-01
HGF	-9.384e-02	2.582e-01
HIF1A	-7.656e-02	3.567e-01
HIST1H1C	-2.188e-02	7.926e-01
HIST1H1E	1.300e-01	1.165e-01
HIST1H2BD	1.406e-01	8.935e-02
HIST1H3F	1.053e-01	2.042e-01
HIST1H4E	6.576e-02	4.287e-01
HIST3H3	-9.751e-02	2.400e-01
HLA-A	1.182e-02	8.870e-01
HLA-B	-8.559e-02	3.026e-01
HLA-C	-5.193e-02	5.322e-01
HLA-DMA	6.995e-03	9.330e-01
HLA-DMB	4.859e-03	9.534e-01
HLA-DOA	1.316e-02	8.743e-01
HLA-DOB	-1.221e-01	1.407e-01
HLA-DPA1	-1.197e-02	8.856e-01
HLA-DPB1	2.541e-02	7.599e-01
HLA-DQA1	-4.910e-02	5.548e-01
HLA-DQA2	1.151e-01	1.652e-01
HLA-DQB1	6.717e-02	4.189e-01
HLA-DQB2	-8.417e-02	3.108e-01
HLA-DRA	-5.120e-02	5.380e-01
HLA-DRB1	-1.487e-01	7.219e-02
HLA-DRB5	-8.693e-03	9.168e-01
HLA-E	8.103e-02	3.293e-01
HLA-F	9.156e-02	2.701e-01
HLA-G	2.727e-03	9.738e-01
HNF1A	6.090e-02	4.637e-01
HNF1B	1.202e-01	1.470e-01
HOXB13	4.875e-02	5.577e-01
HRAS	-4.698e-02	5.720e-01
HSD3B1	1.183e-01	1.534e-01
HSP90AA1	-2.434e-02	7.698e-01
HSPH1	-3.589e-02	6.661e-01
IDH1	-3.710e-02	6.555e-01
IDH2	-1.247e-01	1.323e-01
IDO1	-1.349e-01	1.034e-01
IFIT1	-5.218e-02	5.302e-01
IFIT2	-6.173e-02	4.576e-01
IFIT3	1.508e-01	6.820e-02
IFNAR1	-6.046e-02	4.670e-01
IFNAR2	2.326e-01	4.582e-03
IFNGR1	-3.994e-02	6.310e-01
IFNGR2	nan	nan
IFNL3	-1.430e-01	8.410e-02
IGF1	5.356e-02	5.193e-01
IGF1R	-2.557e-01	1.772e-03
IGF2	3.268e-02	6.943e-01
IKBKE	1.881e-02	8.211e-01
IKZF1	1.791e-01	2.993e-02
IKZF3	3.158e-02	7.042e-01
IL10RA	-1.704e-01	3.904e-02
IL15	-5.742e-02	4.897e-01
IL2RA	1.311e-01	1.134e-01
IL6R	-3.878e-02	6.409e-01
IL7R	-1.887e-01	2.209e-02
ING1	-2.606e-01	1.436e-03
INHBA	3.911e-02	6.381e-01
INPP4A	-1.349e-01	1.034e-01
INPP4B	9.379e-02	2.585e-01
INPPL1	2.736e-02	7.422e-01
INSR	7.738e-02	3.516e-01
IRF1	-3.709e-02	6.555e-01
IRF2	-9.148e-02	2.705e-01
IRF4	-8.951e-03	9.143e-01
IRS1	-1.663e-01	4.406e-02
IRS2	-2.351e-01	4.150e-03
ITPKB	1.028e-01	2.154e-01
JAK1	-2.525e-02	7.614e-01
JAK2	2.333e-01	4.459e-03
JAK3	1.550e-01	6.092e-02
JUN	-1.237e-02	8.818e-01
KAT6A	2.128e-02	7.981e-01
KDM5A	-1.345e-01	1.043e-01
KDM5C	-2.686e-01	1.006e-03
KDM6A	-1.472e-01	7.516e-02
KDM6B	4.069e-02	6.246e-01
KDR	-1.011e-01	2.229e-01
KEAP1	1.188e-01	1.517e-01
KEL	8.451e-02	3.088e-01
KIF1B	1.347e-01	1.037e-01
KIT	-1.475e-01	7.460e-02
KLF4	-2.871e-02	7.299e-01
KLHL6	1.986e-01	1.589e-02
KLLN	2.835e-02	7.333e-01
KMT2A	1.022e-01	2.182e-01
KMT2B	6.356e-02	4.444e-01
KMT2C	6.423e-02	4.396e-01
KMT2D	9.891e-02	2.333e-01
KRAS	-1.096e-01	1.865e-01
LAG3	1.610e-01	5.140e-02
LATS1	4.045e-02	6.267e-01
LATS2	-4.105e-02	6.215e-01
LDLR	-1.005e-01	2.259e-01
LEF1	-4.730e-02	5.695e-01
LMNA	3.098e-04	9.970e-01
LMO1	5.327e-02	5.216e-01
LRP1B	1.060e-01	2.012e-01
LYN	6.802e-02	4.130e-01
LZTR1	1.032e-01	2.137e-01
MAD2L2	1.064e-01	1.998e-01
MAF	-8.731e-02	2.930e-01
MAFB	-2.766e-01	6.939e-04
MAGI2	5.292e-02	5.244e-01
MALT1	-1.909e-01	2.054e-02
MAP2K1	-1.387e-01	9.383e-02
MAP2K2	1.350e-01	1.031e-01
MAP2K4	-1.932e-03	9.815e-01
MAP3K1	-1.688e-01	4.097e-02
MAP3K7	-1.135e-01	1.710e-01
MAPK1	1.331e-01	1.081e-01
MAX	-5.463e-02	5.111e-01
MC1R	-1.384e-02	8.679e-01
MCL1	2.089e-03	9.800e-01
MDC1	-1.007e-02	9.036e-01
MDM2	-5.103e-02	5.393e-01
MDM4	9.792e-02	2.380e-01
MECOM	1.196e-01	1.491e-01
MED1	1.035e-03	9.901e-01
MED12	-3.505e-01	1.344e-05
MEF2B	-1.374e-01	9.696e-02
MEN1	-4.853e-02	5.594e-01
MET	-1.505e-01	6.875e-02
MGA	1.798e-03	9.828e-01
MGMT	-1.094e-01	1.872e-01
MIB1	5.193e-02	5.322e-01
MITF	-9.655e-02	2.447e-01
MKI67	1.456e-02	8.610e-01
MLH1	4.373e-02	5.990e-01
MLH3	1.327e-01	1.091e-01
MLLT3	-5.163e-02	5.346e-01
MPL	2.214e-02	7.901e-01
MRE11	-2.347e-01	4.214e-03
MS4A1	1.459e-01	7.785e-02
MSH2	-1.721e-01	3.708e-02
MSH3	1.266e-01	1.264e-01
MSH6	-4.070e-02	6.245e-01
MST1	5.563e-02	5.033e-01
MST1R	3.337e-02	6.882e-01
MTA1	1.618e-01	5.031e-02
MTAP	-2.123e-02	7.985e-01
MTHFR	4.087e-02	6.231e-01
MTOR	-1.414e-01	8.761e-02
MTRR	2.192e-01	7.643e-03
MUTYH	9.109e-02	2.725e-01
MYB	1.774e-01	3.158e-02
MYC	-3.451e-02	6.782e-01
MYCL	-9.269e-02	2.641e-01
MYCN	9.570e-02	2.489e-01
MYD88	2.729e-02	7.429e-01
MYH11	-1.151e-01	1.650e-01
MYOD1	1.268e-01	1.259e-01
NBN	-3.038e-02	7.149e-01
NCOA3	2.353e-01	4.118e-03
NCOR1	1.583e-01	5.556e-02
NCOR2	1.716e-01	3.770e-02
NEGR1	1.083e-01	1.916e-01
NF1	8.153e-02	3.262e-01
NF2	2.014e-01	1.445e-02
NFE2L2	1.415e-02	8.649e-01
NFKBIA	2.016e-01	1.432e-02
NHP2	-1.170e-02	8.881e-01
NKX2-1	1.585e-01	5.514e-02
NKX3-1	1.033e-01	2.132e-01
NOTCH1	-1.293e-01	1.185e-01
NOTCH2	-5.833e-02	4.828e-01
NOTCH3	-2.086e-02	8.020e-01
NOTCH4	-6.933e-03	9.336e-01
NPM1	8.967e-02	2.801e-01
NQO1	-5.414e-03	9.481e-01
NRAS	-2.822e-02	7.344e-01
NRG1	-6.103e-02	4.628e-01
NRIP1	3.970e-02	6.330e-01
NSD1	1.961e-02	8.137e-01
NSD2	1.404e-01	8.981e-02
NT5C2	-4.030e-02	6.280e-01
NTHL1	-2.749e-02	7.410e-01
NTRK1	-1.106e-01	1.824e-01
NTRK2	-1.746e-01	3.441e-02
NTRK3	-2.278e-01	5.530e-03
NUDT15	1.048e-01	2.067e-01
NUP93	-4.125e-02	6.198e-01
NUP98	1.322e-01	1.105e-01
P2RY8	-1.129e-01	1.735e-01
PA2G4	-1.291e-01	1.192e-01
PAK1	2.250e-01	6.155e-03
PAK3	-3.744e-02	6.526e-01
PAK5	-1.627e-01	4.899e-02
PALB2	-1.385e-01	9.439e-02
PALLD	9.056e-02	2.753e-01
PARK2	-1.280e-01	1.224e-01
PARP1	5.402e-02	5.158e-01
PAX5	-8.048e-02	3.325e-01
PAX7	9.116e-02	2.721e-01
PAX8	1.701e-02	8.380e-01
PBRM1	5.848e-02	4.817e-01
PCBP1	1.434e-01	8.320e-02
PDCD1	-6.850e-02	4.097e-01
PDCD1LG2	2.316e-01	4.770e-03
PDGFRA	-3.290e-02	6.924e-01
PDGFRB	3.717e-02	6.549e-01
PDK1	9.853e-03	9.057e-01
PDPK1	1.606e-02	8.469e-01
PELP1	1.069e-02	8.978e-01
PGR	-2.765e-01	6.975e-04
PHB2	1.299e-01	1.169e-01
PHF6	-1.498e-01	7.022e-02
PHOX2B	2.840e-02	7.327e-01
PIAS4	-7.049e-02	3.962e-01
PIK3C2B	-1.069e-01	1.976e-01
PIK3C2G	1.901e-02	8.192e-01
PIK3C3	1.094e-01	1.871e-01
PIK3CA	1.989e-02	8.110e-01
PIK3CB	1.958e-01	1.745e-02
PIK3CD	-2.175e-01	8.150e-03
PIK3CG	-2.374e-01	3.789e-03
PIK3R1	5.207e-02	5.311e-01
PIK3R2	-1.016e-02	9.028e-01
PIK3R3	2.317e-01	4.751e-03
PIM1	1.276e-01	1.236e-01
PLCG2	-5.375e-02	5.179e-01
PLK2	-2.380e-02	7.748e-01
PML	-1.124e-01	1.754e-01
PMS1	1.377e-02	8.685e-01
PMS2	-1.629e-01	4.872e-02
PNRC1	-5.450e-02	5.120e-01
POLD1	-1.048e-01	2.064e-01
POLE	1.756e-02	8.328e-01
POLH	-7.333e-02	3.774e-01
POT1	-4.952e-02	5.514e-01
POU2F2	-1.588e-02	8.486e-01
PPP1CA	3.170e-01	9.172e-05
PPP1CB	5.205e-02	5.313e-01
PPP1CC	6.011e-02	4.696e-01
PPP1R15A	1.317e-01	1.117e-01
PPP2CA	2.051e-01	1.270e-02
PPP2CB	-3.092e-01	1.382e-04
PPP2R1A	2.139e-02	7.971e-01
PPP2R1B	-7.286e-02	3.805e-01
PPP2R2A	2.399e-01	3.423e-03
PPP6C	-8.730e-02	2.931e-01
PRAME	1.886e-01	2.215e-02
PRCC	-3.644e-02	6.612e-01
PRDM1	-1.169e-01	1.586e-01
PREX2	1.223e-02	8.831e-01
PRF1	-5.509e-02	5.075e-01
PRKAR1A	-2.278e-02	7.842e-01
PRKCI	-6.043e-02	4.672e-01
PRKCZ	2.140e-02	7.970e-01
PRKDC	5.624e-02	4.986e-01
PRPF40B	-8.414e-02	3.109e-01
PRSS1	3.279e-01	5.034e-05
PRSS2	3.190e-01	8.236e-05
PRSS8	3.901e-02	6.390e-01
PTCH1	-1.089e-01	1.893e-01
PTCH2	-1.418e-01	8.670e-02
PTEN	-2.466e-02	7.668e-01
PTK2	2.849e-02	7.319e-01
PTPN11	7.454e-02	3.696e-01
PTPN13	2.867e-02	7.303e-01
PTPN22	1.374e-01	9.712e-02
PTPRD	-6.287e-02	4.493e-01
QKI	-2.772e-01	6.750e-04
RAB35	-2.289e-01	5.301e-03
RAC1	-1.059e-01	2.019e-01
RAD21	7.545e-02	3.637e-01
RAD50	-6.064e-02	4.656e-01
RAD51	-7.021e-02	3.981e-01
RAD51B	-1.837e-01	2.595e-02
RAD51C	7.000e-02	3.995e-01
RAD51D	6.348e-02	4.450e-01
RAD52	2.385e-01	3.618e-03
RAD54L	6.203e-02	4.554e-01
RAF1	6.628e-02	4.251e-01
RANBP2	7.899e-02	3.416e-01
RARA	2.822e-02	7.344e-01
RASA1	-8.261e-02	3.199e-01
RB1	6.225e-02	4.538e-01
RBL1	-1.565e-01	5.838e-02
RBL2	-7.515e-02	3.657e-01
RBM10	8.305e-02	3.173e-01
RECQL4	-4.902e-02	5.554e-01
REL	2.081e-01	1.144e-02
RET	-8.759e-02	2.914e-01
RHOA	3.552e-02	6.693e-01
RHPN2	-4.836e-02	5.608e-01
RICTOR	-9.776e-02	2.388e-01
RINT1	-1.085e-01	1.908e-01
RIT1	-2.240e-02	7.877e-01
RNF139	-5.890e-02	4.785e-01
RNF43	7.953e-02	3.383e-01
ROS1	-3.283e-02	6.930e-01
RPL5	6.896e-02	4.065e-01
RPS15	4.843e-02	5.602e-01
RPS6KA4	-8.196e-02	3.237e-01
RPS6KB1	3.743e-02	6.527e-01
RPS6KB2	1.819e-01	2.748e-02
RPTOR	-1.463e-01	7.697e-02
RSF1	5.595e-02	5.009e-01
RUNX1	-2.243e-02	7.874e-01
RUNX1T1	-4.789e-02	5.646e-01
RXRA	-3.986e-02	6.317e-01
SCG5	1.155e-01	1.637e-01
SDHA	-2.193e-01	7.611e-03
SDHAF2	-1.018e-01	2.200e-01
SDHB	-1.564e-01	5.857e-02
SDHC	-8.264e-02	3.197e-01
SDHD	7.043e-02	3.966e-01
SEC23B	-1.204e-01	1.464e-01
SEMA3C	2.451e-01	2.767e-03
SETBP1	1.711e-01	3.827e-02
SETD2	-2.746e-02	7.413e-01
SF1	2.128e-01	9.674e-03
SF3B1	-5.535e-02	5.055e-01
SGK1	1.600e-01	5.290e-02
SH2B3	-1.625e-01	4.919e-02
SH2D1A	5.023e-02	5.457e-01
SHQ1	4.142e-03	9.603e-01
SKP1	-1.079e-01	1.935e-01
SLC26A3	-1.885e-01	2.221e-02
SLC47A2	-2.413e-01	3.240e-03
SLIT2	-6.932e-02	4.041e-01
SLX4	6.323e-02	4.467e-01
SMAD2	1.072e-01	1.963e-01
SMAD3	-1.108e-01	1.814e-01
SMAD4	-1.746e-01	3.446e-02
SMARCA1	-1.243e-01	1.336e-01
SMARCA4	-1.097e-01	1.861e-01
SMARCB1	1.372e-01	9.760e-02
SMARCE1	1.281e-02	8.776e-01
SMC1A	-2.626e-01	1.313e-03
SMC3	-1.205e-01	1.460e-01
SMO	-1.218e-01	1.417e-01
SNCAIP	3.497e-02	6.741e-01
SOCS1	-2.204e-01	7.318e-03
SOD2	-2.893e-01	3.797e-04
SOX10	-3.537e-02	6.706e-01
SOX17	-1.296e-02	8.762e-01
SOX2	1.709e-01	3.853e-02
SOX9	1.868e-02	8.223e-01
SPEN	1.120e-01	1.768e-01
SPINK1	-5.851e-03	9.439e-01
SPOP	-2.044e-02	8.059e-01
SPRED1	-2.087e-01	1.118e-02
SPTA1	-1.676e-02	8.403e-01
SQSTM1	6.803e-02	4.130e-01
SRC	2.039e-01	1.327e-02
SRSF2	-1.956e-02	8.141e-01
STAG1	1.317e-01	1.118e-01
STAG2	3.238e-02	6.971e-01
STAT3	-5.270e-02	5.261e-01
STAT4	6.236e-02	4.530e-01
STAT5A	6.466e-03	9.380e-01
STAT5B	-3.498e-02	6.741e-01
STAT6	-7.757e-02	3.504e-01
STK11	-5.393e-02	5.165e-01
SUFU	1.710e-02	8.371e-01
SUZ12	-2.294e-02	7.827e-01
SYK	6.009e-02	4.697e-01
TAF1	-1.482e-01	7.324e-02
TANC1	-1.411e-01	8.830e-02
TAP1	1.057e-02	8.989e-01
TAP2	1.263e-01	1.273e-01
TBC1D12	-4.216e-02	6.122e-01
TBL1XR1	-2.054e-01	1.255e-02
TBX3	1.026e-02	9.018e-01
TCF3	8.197e-03	9.215e-01
TCF7L2	-4.687e-02	5.729e-01
TCL1A	2.390e-02	7.739e-01
TERT	-1.575e-01	5.679e-02
TET1	6.952e-03	9.334e-01
TET2	5.843e-02	4.820e-01
TFDP1	1.526e-02	8.545e-01
TFF1	-1.170e-01	1.581e-01
TGFBR1	-2.457e-01	2.701e-03
TGFBR2	7.140e-02	3.901e-01
TIGIT	-1.751e-01	3.385e-02
TLR4	9.365e-02	2.592e-01
TMEM127	1.673e-01	4.286e-02
TMEM173	4.533e-02	5.857e-01
TMPRSS2	1.329e-01	1.087e-01
TNF	1.392e-01	9.274e-02
TNFAIP3	-1.629e-01	4.865e-02
TNFRSF14	-4.831e-02	5.612e-01
TNFRSF17	1.773e-01	3.164e-02
TNFRSF9	3.007e-02	7.177e-01
TOP1	-1.656e-01	4.497e-02
TOP2A	1.907e-01	2.067e-02
TP53	-6.792e-02	4.137e-01
TP63	-2.873e-01	4.177e-04
TPM1	5.321e-02	5.221e-01
TPMT	1.182e-01	1.540e-01
TPRX1	4.825e-02	5.617e-01
TRAF2	2.405e-02	7.725e-01
TRAF3	2.113e-01	1.021e-02
TRAF7	5.572e-02	5.027e-01
TSC1	-1.070e-01	1.970e-01
TSC2	-8.364e-02	3.138e-01
TSHR	-9.442e-02	2.553e-01
TUSC3	-1.698e-01	3.981e-02
TYMS	1.225e-02	8.829e-01
U2AF1	1.213e-01	1.433e-01
UBE2T	-9.832e-02	2.361e-01
UMPS	-3.054e-02	7.135e-01
UPF1	2.710e-01	9.001e-04
VEGFA	-5.743e-02	4.896e-01
VHL	-1.284e-01	1.211e-01
VSIR	nan	nan
WEE1	-7.751e-02	3.508e-01
WISP3	-1.799e-02	8.288e-01
WNT7A	7.446e-02	3.701e-01
WRN	-1.565e-01	5.836e-02
WT1	1.691e-01	4.063e-02
XPA	1.057e-01	2.026e-01
XPC	8.541e-02	3.037e-01
XPO1	1.864e-01	2.382e-02
XRCC1	1.842e-02	8.247e-01
XRCC2	2.681e-02	7.472e-01
XRCC3	-3.414e-02	6.815e-01
YAP1	-8.215e-02	3.226e-01
YEATS4	8.563e-02	3.025e-01
ZBTB2	1.366e-01	9.909e-02
ZFHX3	-1.427e-01	8.461e-02
ZNF217	1.025e-01	2.165e-01
ZNF471	4.095e-02	6.224e-01
ZNF620	-1.793e-01	2.981e-02
ZNF703	-8.536e-03	9.183e-01
ZNF750	-1.016e-01	2.206e-01
ZNRF3	-1.682e-02	8.398e-01
ZRSR2	2.595e-01	1.503e-03
ABCB1	-2.063e-01	1.218e-02
ABCC3	-1.158e-02	8.893e-01
ABL1	-1.151e-01	1.650e-01
ABL2	-4.227e-02	6.112e-01
ACTA2	-3.044e-02	7.143e-01
ACVR1B	-1.940e-02	8.156e-01
ADGRA2	-1.776e-02	8.309e-01
AJUBA	-6.088e-02	4.638e-01
AKT1	1.497e-01	7.027e-02
AKT2	-4.409e-02	5.959e-01
AKT3	-1.016e-01	2.209e-01
ALK	-2.459e-02	7.675e-01
ALOX12B	6.456e-02	4.372e-01
AMER1	1.179e-01	1.551e-01
ANKRD11	-1.092e-01	1.880e-01
APC	-1.376e-01	9.640e-02
APOB	4.702e-02	5.717e-01
AR	-1.125e-01	1.749e-01
ARAF	2.119e-01	9.968e-03
ARFRP1	-2.857e-01	4.516e-04
ARHGAP26	-7.607e-02	3.598e-01
ARHGAP35	-2.197e-01	7.487e-03
ARID1A	1.926e-01	1.945e-02
ARID1B	8.606e-02	3.000e-01
ARID2	-2.682e-02	7.471e-01
ARID5B	9.325e-02	2.613e-01
ASNS	2.396e-01	3.467e-03
ASXL1	-3.496e-02	6.742e-01
ASXL2	-2.758e-02	7.402e-01
ATIC	7.013e-02	3.986e-01
ATM	5.215e-02	5.304e-01
ATP7B	-1.833e-01	2.624e-02
ATR	1.328e-02	8.731e-01
ATRX	-1.263e-01	1.276e-01
AURKA	2.519e-01	2.088e-03
AURKB	-1.259e-01	1.286e-01
AXIN1	4.323e-02	6.032e-01
AXIN2	9.225e-02	2.664e-01
AXL	-2.594e-02	7.551e-01
B2M	1.444e-01	8.105e-02
BAP1	-1.371e-01	9.769e-02
BARD1	-7.627e-02	3.585e-01
BCAR1	-8.880e-02	2.848e-01
BCL10	-6.821e-02	4.117e-01
BCL11B	1.428e-01	8.446e-02
BCL2	3.296e-01	4.574e-05
BCL2L1	-1.627e-01	4.896e-02
BCL2L11	-1.625e-01	4.921e-02
BCL2L12	6.968e-03	9.332e-01
BCL2L2	-5.442e-02	5.127e-01
BCL6	-1.544e-01	6.187e-02
BCL7A	5.120e-02	5.380e-01
BCLAF1	-1.751e-01	3.393e-02
BCOR	-2.414e-01	3.224e-03
BCORL1	1.056e-01	2.030e-01
BCR	1.026e-01	2.163e-01
BIRC3	2.637e-01	1.248e-03
BLM	1.502e-01	6.930e-02
BMPR1A	8.844e-04	9.915e-01
BRAF	1.853e-01	2.467e-02
BRCA1	-1.286e-01	1.207e-01
BRCA2	2.153e-02	7.957e-01
BRD4	5.877e-03	9.437e-01
BRIP1	6.615e-03	9.366e-01
BTG1	1.688e-01	4.094e-02
BTK	-1.256e-02	8.800e-01
BUB1B	4.510e-02	5.875e-01
C11orf65	1.454e-02	8.612e-01
C3orf70	-2.193e-01	7.623e-03
C8orf34	6.957e-02	4.024e-01
CADM2	1.981e-01	1.619e-02
CALR	-7.608e-03	9.271e-01
CARD11	-2.160e-01	8.591e-03
CASP8	-4.456e-02	5.920e-01
CASR	-7.383e-02	3.741e-01
CBFB	3.460e-02	6.774e-01
CBL	5.397e-02	5.162e-01
CBLB	-1.121e-01	1.763e-01
CBLC	-1.153e-01	1.644e-01
CBR3	-2.691e-02	7.462e-01
CCDC6	-1.112e-01	1.801e-01
CCND1	2.306e-01	4.948e-03
CCND2	2.709e-01	9.053e-04
CCND3	2.070e-02	8.035e-01
CCNE1	-4.937e-02	5.526e-01
CCNE2	-2.080e-02	8.026e-01
CD19	-6.406e-02	4.408e-01
CD22	7.658e-02	3.566e-01
CD274	2.426e-01	3.067e-03
CD276	-8.052e-02	3.323e-01
CD40	2.054e-01	1.257e-02
CD70	-3.299e-02	6.916e-01
CD79A	-6.511e-02	4.333e-01
CD79B	-3.641e-02	6.616e-01
CDC25A	-4.195e-02	6.139e-01
CDC73	2.487e-02	7.649e-01
CDH1	4.078e-02	6.238e-01
CDH2	-5.090e-03	9.512e-01
CDK12	7.449e-02	3.699e-01
CDK4	6.954e-02	4.026e-01
CDK5	2.804e-01	5.832e-04
CDK6	2.191e-01	7.672e-03
CDK8	-5.780e-02	4.868e-01
CDKN1A	1.503e-01	6.913e-02
CDKN1B	1.881e-01	2.253e-02
CDKN1C	-6.241e-02	4.527e-01
CDKN2A	-2.647e-01	1.196e-03
CDKN2B	-2.418e-01	3.171e-03
CDKN2C	8.225e-03	9.212e-01
CEBPA	8.208e-02	3.230e-01
CEP57	-1.813e-01	2.796e-02
CFTR	1.697e-01	3.995e-02
